Table: Total Renewable Electricity Net Generation (Billion Kilowatthours);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turkmenistan;;--;--;--;--;--;--;--;--;--;--;--;--;0.004;0.005;0.004;0.004;0.005;0.005;0.006;0.005;0.005;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003;0.003
Ukraine;;--;--;--;--;--;--;--;--;--;--;--;--;7.725;10.929;11.997;9.853;8.546;9.757;15.761;14.18;11.167;11.927;9.552;9.175;11.666;12.275;12.79;10.085;11.311;11.767
Uzbekistan;;--;--;--;--;--;--;--;--;--;--;--;--;6.218;7.284;7.084;6.126;6.46;5.719;5.7;5.626;5.817;5.899;6.124;7.544;8.92;8.544;9.068;6.336;11.246;9.237
Middle East;;9.619;10.318;10.556;10.06;10.743;10.762;10.118;10.404;10.508;10.486;9.646;10.458;13.332;13.655;11.305;11.005;11.252;10.943;11.039;8.577;7.947;9.41;12.743;15.633;16.429;20.9544;23.3819;22.599;9.0105;10.5743
Bahrain;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.002
Iran;;5.561;6.164;6.38;6.138;6.268;6.27;6.136;6.336;6.386;6.633;6.022;6.985;9.435;9.725;7.371;7.202;7.326;6.857;6.961;4.906;3.625;5.026;8.004;10.987;10.528;15.946;18.183;17.947;5.146;7.369
Iraq;;0.683;0.683;0.604;0.594;0.604;0.604;0.594;0.604;0.703;0.594;0.604;0.307;0.693;0.594;0.554;0.564;0.564;0.575;0.587;0.599;0.605;0.612;0.512;0.429;0.488;0.459;0.481;0.501;0.555;0.51
Israel;;0;0;0;0;0;0;0;0.01;0.01;0.003;0.003;0.006;0.029;0.03;0.03;0.025;0.024;0.025;0.025;0.033;0.031;0.02;0.031;0.042;0.038;0.0384;0.0169;0.015;0.0245;0.0933
Jordan;;0;0;0;0;0;0;0.003;0.019;0.027;0.017;0.019;0.008;0.016;0.023;0.015;0.019;0.023;0.02;0.016;0.017;0.042;0.046;0.06;0.05;0.061;0.064;0.059;0.072;0.072;0.068
Kuwait;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lebanon;;0.841;0.841;0.643;0.554;0.579;0.579;0.554;0.604;0.594;0.495;0.297;0.495;0.545;0.713;0.809;0.71;0.79;0.892;0.777;0.329;0.445;0.33;0.671;1.349;1.109;1.036;0.688;0.579;0.369;0.616
Oman;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palestine;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0;0;0;0;0;0;0;0;0;0;0;0
Qatar;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saudi Arabia;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Syria;;2.534;2.63;2.929;2.774;3.292;3.309;2.831;2.831;2.788;2.744;2.701;2.657;2.614;2.57;2.526;2.485;2.525;2.574;2.673;2.693;3.199;3.376;3.465;2.776;4.205;3.411;3.954;3.485;2.843;1.906
United Arab Emirates;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01
Yemen;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Africa;;60.243;52.7617;52.0094;50.2822;45.2709;47.0486;49.8083;48.927;51.5997;52.78635;55.41668;57.21975;56.3154;55.38717;56.3171;59.7172;62.7769;64.5669;62.0759;73.3829;76.2812;83.2932;85.41025;84.27425;89.47999;92.22811;93.42382;96.22718;97.33343;101.93617
Algeria;;0.248;0.362;0.474;0.233;0.516;0.639;0.247;0.491;0.181;0.263;0.134;0.29;0.197;0.349;0.164;0.191;0.134;0.074;0.213;0.201;0.053;0.068;0.056;0.262;0.248;0.549;0.216;0.224;0.28;0.339
Angola;;0.53;0.53;0.6;0.6;0.6;0.6;0.66;0.66;0.66;0.667;0.718;0.715;0.832;0.881;0.886;0.891;0.916;0.866;1.049;0.885;0.903;1.007;1.132;1.229;1.733;2.197;2.638;2.472;3.103;3.141
Benin;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0017;0.0017;0.0017;0.0017;0.002;0.002;0.002;0.002;0.001;0.001;0.001;0.001;0.001;0.001
Botswana;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burkina Faso;;0;0;0;0;0;0;0;0;0;0;0.009;0.013;0.02;0.047;0.072;0.094;0.114;0.115;0.078;0.123;0.097;0.053;0.064;0.096;0.10044;0.09947;0.07986;0.1103;0.13457;0.13097
Burundi;;0.002;0.002;0.002;0.023;0.039;0.046;0.061;0.094;0.103;0.102;0.107;0.11;0.104;0.108;0.114;0.117;0.117;0.12;0.109;0.097;0.098;0.114;0.126;0.1;0.09;0.099;0.092;0.116;0.11;0.125
Cameroon;;1.35;1.79;2.028;2.003;2.106;2.295;2.297;2.301;2.489;2.602;2.609;2.642;2.624;2.626;2.661;2.725;2.839;3.061;3.085;3.301;3.408;3.439;3.15;3.493;3.881;3.734;3.853;3.809;4.19;3.976
Cape Verde;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0.005;0.006;0.007;0.007;0.008;0.008;0.008;0.006;0.006;0.005;0.006;0.006;0.007;0.007;0.006;0.007
Central African Republic;;0.066;0.065;0.068;0.064;0.069;0.06;0.076;0.073;0.074;0.074;0.076;0.075;0.077;0.077;0.079;0.08;0.081;0.083;0.081;0.081;0.083;0.082;0.082;0.083;0.083;0.099;0.109;0.129;0.131;0.13
Chad;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Comoros;;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.003;0.004;0.005;0.005;0.005;0.002;0.002;0.002
Congo (Brazzaville);;0.099;0.102;0.174;0.229;0.248;0.288;0.265;0.275;0.286;0.393;0.485;0.474;0.421;0.355;0.319;0.348;0.451;0.446;0.339;0.25;0.292;0.331;0.392;0.339;0.327;0.351;0.368;0.332;0.371;0.327
Congo (Kinshasa);;4.199;4.126;4.08;4.432;4.646;4.975;5.204;5.187;5.196;5.836;5.569;5.206;5.993;5.473;5.241;6.097;6.03;4.974;4.662;5.247;5.939;5.914;6.049;6.098;7.007;7.319;7.445;7.742;7.404;7.717
Cote dIvoire (IvoryCoast);;1.345;1.726;1.731;1.067;0.369;1.344;1.179;1.216;1.227;1.25;1.309;1.242;1.038;1.087;1.162;1.766;1.764;1.86;1.363;1.736;1.746;1.782;1.712;1.814;1.731;1.423;1.495;1.779;1.879;2.096
Djibouti;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Egypt;;9.699;10.109;10.365;10.09405;9.90005;8.01905;7.9201;8.1681;7.8211;7.9201;9.8751;8.5451;8.4551;10.3821;10.6401;11.3092;11.4492;11.8772;12.1102;15.1572;13.6902;15.1892;12.9242;13.2392;13.0152;13.0422;13.3812;16.1442;15.4152;13.8342
Equatorial Guinea;;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.003;0.003;0.003;0.002;0.002;0.005;0.007;0.007;0.007;0.007;0.007;0.007;0.007
Eritrea;;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0;0;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.002;0.002;0.002;0.002
Ethiopia;;0.473;0.502;0.574;0.623;0.683;0.747;0.821;0.886;0.956;0.994;1.088;1.097;1.127;1.251;1.34;1.414;1.495;1.55;1.588;1.608;1.635;1.973;2.003;2.257;2.496;2.805;3.226;3.351;3.2764;3.5613
Gabon;;0.257;0.408;0.482;0.541;0.604;0.66;0.665;0.668;0.669;0.693;0.698;0.7;0.708;0.703;0.739;0.783;0.762;0.801;0.804;0.823;0.795;0.869;0.914;0.891;0.884;0.804;0.936;0.793;0.885;0.877
Gambia, The;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ghana;;5.276;5.341;4.941;2.55;1.799;2.996;4.389;4.627;4.811;5.178;5.664;6.075;6.536;6.228;6.033;6.036;6.559;6.782;3.792;5.117;6.544;6.543;4.986;3.846;5.228;5.573;5.563;3.69;6.133;6.808
Guinea;;0.148;0.148;0.148;0.153;0.155;0.161;0.163;0.165;0.168;0.17;0.173;0.176;0.178;0.18;0.182;0.191;0.195;0.285;0.307;0.391;0.406;0.546;0.589;0.396;0.549;0.489;0.456;0.533;0.523;0.505
Guinea-Bissau;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kenya;;1.182;1.5427;1.6174;1.86015;1.84985;2.14155;2.2342;2.3209;2.7836;2.93325;3.02158;3.22165;3.2293;3.43007;3.494;3.711;3.902;3.783;3.821;2.984;1.929;3.044;3.75995;4.27995;4.12795;4.25414;4.51173;4.72716;4.24626;3.726
Lesotho;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.195;0.288;0.285;0.314;0.325;0.297;0.347;0.198;0.198;0.2;0.2
Liberia;;0.331;0.314;0.328;0.32;0.223;0.259;0.315;0.316;0.321;0.311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Libya;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Madagascar;;0.146;0.152;0.226;0.245;0.252;0.255;0.266;0.286;0.3;0.314;0.338;0.332;0.342;0.344;0.347;0.369;0.421;0.45;0.5;0.515;0.54;0.528;0.535;0.604;0.634;0.641;0.631;0.712;0.692;0.7
Malawi;;0.388;0.379;0.405;0.443;0.464;0.47;0.506;0.558;0.563;0.566;0.697;0.743;0.768;0.771;0.811;0.832;0.846;0.866;0.995;0.962;1.023;1.045;1.093;1.139;1.259;1.316;1.326;1.485;1.451;1.466
Mali;;0.083;0.082;0.105;0.122;0.133;0.133;0.158;0.16;0.166;0.168;0.181;0.182;0.208;0.218;0.22;0.223;0.21;0.227;0.23;0.23;0.233;0.234;0.236;0.234;0.248;0.255;0.263;0.268;0.278;0.3
Mauritania;;0.025;0.03;0.038;0.039;0.036;0.031;0.018;0.025;0.025;0.025;0.025;0.025;0.026;0.026;0.028;0.028;0.028;0.03;0.028;0.03;0.032;0.034;0.034;0.041;0.044;0.049;0.051;0.054;0.06;0.11
Mauritius;;0.082;0.059;0.093;0.035;0.065;0.114;0.109;0.139;0.099;0.147;0.084;0.074;0.112;0.103;0.075;0.134;0.102;0.092;0.104;0.31;0.505;0.52;0.515;0.547;0.5714;0.5434;0.49627;0.52342;0.5674;0.582
Morocco;;1.487;1.031;0.576;0.476;0.362;0.465;0.625;0.825;0.926;1.145;1.184;1.234;0.954;0.439;0.831;0.605;1.937;2.062;1.759;0.817;0.772;1.058;1.0261;1.6341;1.7811;1.1648;1.156;1.1672;1.1992;2.9396
Mozambique;;13.409;3.315;2.959;5.01;0.552;0.149;0.038;0.024;0.049;0.05;0.281;0.32;0.322;0.341;0.362;0.375;0.445;0.967;1.487;7.606;9.555;11.723;12.547;10.761;11.551;13.131;14.57;15.902;14.963;16.781
Namibia;;--;--;--;--;--;--;--;--;--;--;0;0;0;0;0;1.12;0.845;0.604;0.982;1.157;1.366;1.356;1.446;1.497;1.586;1.641;1.59;1.56;1.476;1.395
Niger;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nigeria;;2.724;2.291;2.394;1.856;2.569;2.978;3.594;3.251;3.968;4.099;4.343;5.871;5.998;5.516;5.506;5.445;5.445;5.537;5.717;6.088;5.686;5.85;8.152;7.374;8.027;7.69;6.2;6.165;5.664;4.484
Reunion;;0.302;0.37;0.422;0.428;0.404;0.483;0.497;0.524;0.418;0.492;0.544;0.456;0.49;0.493;0.493;0.497;0.6;0.639;0.751;0.753;0.754;0.756;0.769;0.772;0.779;0.784;0.785;0.866;0.973;0.965
Rwanda;;0.111;0.103;0.133;0.151;0.161;0.162;0.149;0.164;0.167;0.171;0.165;0.163;0.17;0.153;0.156;0.158;0.14;0.16;0.16;0.127;0.11;0.088;0.097;0.116;0.083;0.059;0.041;0.0332;0.0702;0.1302
Saint Helena;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sao Tome and Principe;;0.007;0.007;0.008;0.006;0.008;0.008;0.007;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.008;0.007;0.009;0.01;0.004;0.006;0.007;0.006;0.004;0.008;0.01;0.012;0.012
Senegal;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;0.002;0.194;0.336;0.293;0.268;0.236;0.183;0.2289;0.24
Seychelles;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sierra Leone;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015;0.015;0.016;0.016;0.016;0.018;0.004;0.018;0.02;0.08
Somalia;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.011;0.011;0.012;0.015;0.015;0.015
South Africa;;0.992;1.656;1.016;0.595;0.56;0.624;1.623;1.617;3.162;2.759;1.01;1.98;0.752;0.146;1.074;0.529;1.376;2.231;1.814;0.913;1.635;2.353;2.653;1.073;1.237;1.6153;3.1653;1.2163;1.5433;1.7329
Sudan and South Sudan;;0.495;0.739;0.764;0.764;0.75;0.914;0.914;0.916;0.918;0.926;0.948;1.028;1.078;1.08;1.11;0.962;1.063;1.043;1.033;1.198;1.171;1.255;1.274;1.151;1.096;1.248;1.356;1.436;1.448;3.196
Swaziland;;0.126;0.129;0.094;0.065;0.129;0.185;0.151;0.183;0.194;0.217;0.152;0.202;0.202;0.202;0.202;0.208;0.208;0.21;0.208;0.203;0.195;0.19;0.201;0.122;0.102;0.157;0.154;0.171;0.166;0.2
Tanzania;;0.987;1.019;1.028;1.064;1.094;1.114;1.069;1.162;1.233;1.431;1.534;1.709;1.634;1.681;1.478;1.524;1.731;1.435;2.057;2.143;2.121;2.576;2.693;2.524;2.333;1.76;1.422;2.486;2.628;2.756
Togo;;0.038;0.038;0.057;0.019;0.038;0.076;0.076;0.076;0.076;0.095;0.095;0.193;0.128;0.23;0.148;0.255;0.19;0.093;0.172;0.203;0.099;0.05;0.086;0.123;0.0819;0.0749;0.0928;0.1005;0.0919;0.094
Tunisia;;0.023;0.029;0.039;0.03;0.066;0.108;0.051;0.112;0.047;0.034;0.044;0.104;0.064;0.063;0.04;0.041;0.07;0.072;0.075;0.094;0.085;0.076;0.092;0.195;0.194;0.1839;0.1271;0.0899;0.0671;0.17
Uganda;;0.633;0.513;0.555;0.513;0.612;0.628;0.64;0.612;0.581;0.678;0.761;0.768;0.973;0.958;0.997;1.035;1.107;1.24;1.255;1.258;1.551;1.546;1.668;1.752;1.888;1.839;1.16056;1.398;1.631;1.742
Western Sahara;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zambia;;9.01;9.676;9.913;9.93;9.783;9.852;9.695;8.353;8.291;6.702;7.731;7.715;7.663;7.666;7.668;7.792;7.043;7.807;7.464;7.635;7.673;7.814;8.021;8.174;8.375;8.794;9.746;9.703;9.569;10.173
Zimbabwe;;3.966;4.072;3.568;3.695;3.422;3.065;3.122;2.48;2.659;3.369;3.752;3.527;2.88;1.766;1.628;1.814;2.141;2.102;1.861;2.92;3.227;2.968;3.786;5.305;5.466;5.776;4.241;4.496;4.22;4.16
Asia & Oceania;;267.6064;284.8159;294.9084;314.9812;317.2233;335.6785;349.3395;343.494;385.533;408.768;423.80645;431.47085;423.06805;456.9917;469.28224;506.9256;499.99457;518.06261;546.75297;555.4818;564.3015;621.61;625.8676;657.50136;740.18887;797.75605;873.00911;876.0616;981.32089;1020.85836
Afghanistan;;0.711;0.721;0.707;0.746;0.757;0.77;0.713;0.756;0.744;0.75;0.756;0.683;0.473;0.47;0.467;0.412;0.361;0.322;0.3;0.3;0.312;0.498;0.555;0.63;0.565;0.59;0.595;0.603;0.60801;0.6311
American Samoa;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Australia;;13.214;14.335;13.961;12.411;12.375;13.929;14.772;13.863;14.11;15.111;14.706;16.363;15.8044;17.0954;16.811;16.45075;16.54745;17.76625;16.6759;17.5711;17.3928;17.9445;17.6191;18.3606;18.3311;17.8313;19.1721;18.637;17.4804;18.584
Bangladesh;;0.625;0.523;0.662;0.662;0.897;0.739;0.45;0.512;0.668;0.911;0.875;0.83;0.788;0.602;0.839;0.604;0.732;0.71202;0.85605;0.8251;0.9375;0.984;1.057;1.118;1.218;1.2855;1.387;1.4;1.481;1.5682
Bhutan;;0.006;0.007;0.008;0.008;0.008;0.008;0.3;1.168;1.529;1.529;1.541;1.557;1.604;1.604;1.658;1.715;1.852;1.82;1.783;1.782;1.792;1.921;2.178;2.502;2.329;2.62;4.474;6.494;6.891;6.826
Brunei;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Burma (Myanmar);;0.788;0.851;0.917;0.983;1;0.993;1.031;1.013;0.926;1.133;1.181;1.228;1.503;1.688;1.598;1.608;1.634;1.669;0.94;1.028;1.873;1.804;2.21;2.228;2.384;2.967;3.291;3.583;4.03;4.139
Cambodia;;0.049;0.053;0.055;0.04;0.03;0.035;0.04;0.045;0.05;0.054;0.062;0.064;0.067;0.069;0.071;0.073;0.077;0.057;0.05;0.044;0.046;0.03;0.029;0.041;0.028;0.0442;0.0521;0.0552;0.0512;0.0532
China;;57.618;64.845;73.656;85.536;85.932;91.476;93.555;99.198;108.009;117.216;125.14;123.86;130.201;149.218;165.695;187.77;186.453;195.33;204.819;213.59;223.094;277.69;288.263;284.191;353.644;397.4536;437.6026;437.8915;538.923;576.605
Cook Islands;;0;0;0;0;0;0;0;0;0;0;0;0;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.00013;0.00013;0.00013;0.00013;0.00013;0.00013
Fiji;;0;0;0;0.049;0.285;0.291;0.349;0.366;0.347;0.347;0.401;0.401;0.406;0.406;0.426;0.445;0.446;0.45002;0.43802;0.46995;0.4341;0.4831;0.4701;0.3641;0.3871;0.3591;0.3611;0.5381;0.5351;0.5001
French Polynesia;;0;0;0;0.016;0.024;0.032;0.035;0.035;0.058;0.064;0.069;0.074;0.09;0.094;0.096;0.125;0.133;0.133;0.151;0.087;0.116;0.105;0.131;0.154;0.178;0.177;0.198;0.22;0.22;0.225
Guam;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hawaiian Trade Zone;;0;0;0;0;0;0;0;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
Hong Kong;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001;0.001;0.001;0.001
India;;46.54;49.56;48.31;49.87;53.405;50.508;53.311;46.996;57.297;61.517;70.969;72.084;69.271;69.863;82.081;72.342;69.081;74.859;83.198;82.203;76.604;76.829;67.777;79.783;89.9508;108.8166;122.6895;132.4604;128.0984;124.765
Indonesia;;2.234;2.907;2.782;3.139;3.402;4.197;5.769;5.244;6.65;7.87;7.735;8.104;10.039;9.071;8.885;10.239;10.983;8.295;14.153;13.843;14.549;17.276;15.771;15.022;15.914;16.9138;15.8841;17.87902;19.3426;20.1531
Japan;;88.875;87.922;90.505;94.295;84.649;94.69;93.749;88.72;105.855;107.81;100.00695;108.50795;93.95985;106.7295;79.58035;96.3146;95.87381;106.50355;109.2588;103.74535;104.447;101.8064;101.5015;115.61165;115.9754;102.8456;114.5789;102.3519;104.5004;102.966
Kiribati;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Korea, North;;10.494;10.652;10.811;10.969;11.128;12.177;12.87;13.464;14.85;14.85;15.444;14.85;14.058;13.167;13.662;14.058;12.375;10.593;10.098;10.197;10.098;10.494;10.514;11.603;12.375;13.001;12.494;13.147;13.927;12.339
Korea, South;;1.539;2.257;1.56;2.272;1.978;3.153;3.078;3.925;1.967;2.934;4.638;3.452;3.068;4.188;2.32554;2.9354;2.80376;2.88887;4.342;4.228;4.091;4.227;3.422;5.125;4.692;4.0538;4.0195;4.5587;4.3739;4.7327
Laos;;0.92;1.089;1.138;1.019;0.94;0.857;0.819;0.531;0.487;0.661;0.817;0.876;0.858;0.867;0.853;1.042;1.194;1.164;1.802;2.324;3.277;3.297;3.212;2.832;2.998;3.135;3.241;3.336;3.642;3.347
Macau;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;;1.398;1.578;1.29;1.684;3.397;3.776;4.032;4.861;5.607;5.183;3.948;4.363;4.316;4.823;6.458;6.156;5.132;3.831;4.803;7.445;7.34;6.371;5.248;5.693;5.769;5.134;6.378;6.42301;7.38401;6.60401
Maldives;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001;0.00003;0.00003;0.00003;0.00003
Mongolia;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011;0.00041;0.00041;0.00041;0.00041;0.0024;0.0024
Nauru;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;;0.176;0.208;0.206;0.314;0.335;0.332;0.432;0.543;0.557;0.536;0.877;0.901;0.83;0.865;0.924;1.147;1.169;1.051;1.12;1.397;1.616;1.831;2.098;2.24;2.378;2.492;2.708;2.755;2.775;3.075
New Caledonia;;0.276;0.268;0.408;0.278;0.397;0.479;0.398;0.254;0.527;0.516;0.456;0.34;0.342;0.342;0.376;0.42;0.39;0.36;0.393;0.467;0.445;0.37;0.325;0.325;0.33303;0.356;0.315;0.426;0.485;0.48
New Zealand;;20.9304;20.8949;19.5724;21.0422;21.7363;20.9895;23.3775;23.582;24.774;24.149;25.6815;25.5889;23.1197;25.9337;28.23925;29.56775;28.21545;26.2088;27.1417;26.4269;27.6356;24.7573;27.9082;26.531;30.057;27.1553;27.6505;28.1998;27.6562;30.5515
Niue;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pakistan;;8.627;8.953;9.423;11.251;12.698;12.114;13.66;15.098;16.516;16.797;16.756;18.12;20.901;19.242;22.629;22.974;20.649;21.839;22.225;19.095;17.022;18.752;22.127;26.675;25.414;30.553;31.633;28.42;27.506;27.822
Papua New Guinea;;0.312;0.307;0.301;0.381;0.406;0.416;0.452;0.433;0.44;0.45;0.455;0.455;0.455;0.455;0.46;0.862;0.934;0.703;0.859;0.91;0.921;0.921;0.921;0.97;0.936;1.182;1.154;1.254;1.246;1.245
Philippines;;5.45;6.322;7.141;6.825;9.45;10.209;10.331;9.54;10.814;11.47;11.193;10.563;9.624;10.328;11.891;11.998;13.167;12.847;13.501;17.826;18.766;16.953;16.693;17.121;18.275;17.728;19.83304;18.238;19.99311;19.56169
Samoa;;0.007;0.007;0.012;0.012;0.016;0.017;0.02;0.018;0.018;0.02;0.02;0.02;0.025;0.025;0.025;0.026;0.03;0.033;0.038;0.043;0.035;0.048;0.062;0.054;0.05;0.05;0.051;0.0522;0.0532;0.0502
Singapore;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.06;0.07;0.09;0.08;0.07;0.13;0.1;0.07;0.09;0.08
Solomon Islands;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sri Lanka;;1.464;1.556;1.591;1.204;2.069;2.37;2.617;2.154;2.57;2.773;3.114;3.085;2.871;3.758;4.048;4.407;3.219;3.413;3.876;4.131;3.176;3.091;2.679;3.276;2.945;3.4329;3.8672;3.9262;4.108;3.885
Taiwan;;2.905;4.77;4.758;4.967;4.41;5.941;6.069;5.454;4.626;4.814;6.677;4.265;7.01;4.528;5.561;5.491;5.556;5.924;7.03;6.2;6.2231;7.2613;5.5743;5.9285;6.2026;7.034;7.408;8.195;8.026;7.669
Thailand;;1.26;2.943;3.797;3.622;4.039;3.654;5.496;4.033;3.74;5.515;4.927;4.542;4.198;3.664;4.47;7.237;9.069;7.72;5.8474;5.6023;7.5683;7.7423;9.3983;10.2283;9.2823;9.5428;11.6479;12.636;12.1458;12.688
Timor-Leste (East Timor);;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0;0;0;0;0;0;0
Tonga;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U.S. Pacific Islands;;0;0;0;0;0;0.016;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.025;0.025;0.025;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
Vanuatu;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vietnam;;1.188;1.287;1.337;1.386;1.46;1.51;1.584;1.658;1.767;3.758;5.331;6.264;7.156;7.866;9.123;10.476;11.888;11.54;10.984;13.636;14.405;18.028;18.016;18.796;17.489;20.854;20.204;22.292;25.727;29.691
Wake Island;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
World;;1753.89153;1779.38295;1833.1705;1918.08564;1985.49366;2006.18543;2051.17043;2061.34842;2140.63038;2177.27867;2270.17817;2318.64226;2339.43237;2469.97466;2500.47743;2625.96133;2669.81763;2740.05285;2756.90699;2814.51402;2860.0597;2820.29774;2889.19367;2919.62816;3124.95478;3273.1913;3420.90494;3467.89414;3650.97489;3760.58958
